id,name,sector,country,founded_year,is_validated,description,website,capitalization,capitalization_millions,headquarter_city,main_investors,funds_raised
59,Conversable,ICT,United States,,0,Conversable is an Artificial Intelligence (AI) powered conversational platform company.,,0,0.0,,,
550,Conversion Maker AI,"ICT, Marketing",Germany,,0,"With just a few keywords and in a matter of seconds, Conversionmaker.ai creates high-quality and SEO-optimized marketing texts for any company (whether a freelance copywriter, start-up, SME or large corporation).",https://conversionmaker.ai/,0,0.0,,,
551,Converta,"Cross Industry, ICT, Sales",Germany,,0,AI based co-pilot for sales managers,https://converta.ai/,0,0.0,,,
552,Converz Analytics,Sales,Netherlands,,0,"Deliver world-class customer experiences, increase sales conversion, and accelerate onboarding with digital coaching and support for contact centers. Our solution applies deep learning technology to transcribe and analyze contact centre interactions.",https://www.converz.co/,0,0.0,,,
60,CoreWeave,,United States,,0,,https://www.coreweave.com/,0,0.0,Roseland,,
556,Cortea,ICT,Germany,,0,Developer of an artificial intelligence-based audit software designed to reduce manual efforts,https://www.cortea.ai/,0,0.0,,,
557,Councyl,"Cross Industry, Public Sector & Aerospace",Netherlands,,0,Self-learning decision support that doesn't require historical data and provides fully transparent choice-models.,https://www.councyl.ai,0,0.0,,,
61,Counsel AI,,United States,,0,,https://www.harvey.ai/,0,0.0,,,
558,Count,"Cross Industry, IT & Security",Germany,,0,"Advanced biometric verification solutions ensuring swift, secure, and compliant identity authentication.",https://countwallet.com/,0,0.0,,,
1574,Coupang,"Transport & Mobility, Retail & E-commerce",South Korea,2010.0,0,Coupang is a South Korean e-commerce company with integrated logistics and delivery services.,https://www.coupang.com,0,0.0,Seoul,NA,
62,Covariant,"ICT, Manufacturing",United States,,0,Covariant is an American artificial intelligence and robotics technology company.,,0,0.0,,,
1781,Craft Ventures; Tribe Capital; 2 others,,,,0,,,0,0.0,,,
559,Crafthunt,Construction,Germany,,0,Provider of diversified recruitment services,https://crafthunt.app/,0,0.0,,,
560,Crateflow i.G.,"ICT, Manufacturing, Operations",Germany,,0,"Crateflow is an AI-powered platform that helps manufacturing companies optimize their supply chain planning. We combine advanced algorithms with industry expertise to make demand forecasting, production planning and procurement smarter, more efficient and more profitable. This allows you to reduce excess inventory, avoid shortages and increase operational efficiency.",https://crateflow.ai/,0,0.0,,,
561,CreativeAI International GmbH,"Cross Industry, ICT, Marketing",Germany,,0,"CogniWerk is a platform that offers text-to-image, inpaint, controlnet, upscale, and background removal features based on Stable Diffusion and other AI architectures. Users can create vivid images from text prompts, enhance existing images, or explore new AI models.",https://cogniwerk.ai/,0,0.0,,,
562,Credium,"Real Estate Activities, Operations",Germany,,0,"Provides area-wide, address-specific, comprehensive and high-quality real estate data in real time",https://www.credium.de/,0,0.0,,,
564,Crossengage,"ICT, Marketing",Germany,,0,"CrossEngage provides cloud-based software which enables companies to direct their marketing campaigns across all channels (E-mail, Facebook, WhatsApp or even postcards). Gathers and consolidates user data to create comprehensive user profiles and segments them based on demographic and behavioral traits. Offers tools to target customers across channels by integrating with tools like Mailchimp, Sendgrid and Facebook. Provides a dashboard to measure campaign performance.",https://www.crossengage.io/,0,0.0,,,
565,Crownstone,"Hardware, Manufacturing, Energy & Utilities",Netherlands,,0,Crownstone designs and manufactures indoor positioning hardware for truly smart buildings.,https://www.crownstone.rocks,0,0.0,,,
566,Cruisewatch,"ICT, Professional Services, Sales",Germany,,0,"Cruisewatch.ai is an investor-backed tech startup from Germany. The company was established in 2016 to innovate the travel industry. Cruise Watch aims to digitalize travel agents and experts around the globe. Their data-driven cruise technology simplifies cruise consulting, adds intelligence and enhances their sales workflow.",https://www.cruisewatch.ai/,0,0.0,,,
130,Crusoe,ICT,United States,2018.0,0,,,2 900,2900.0,,,
567,Cubonic GmbH,"ICT, Transport & Mobility, Operations",Germany,,0,"Provider of autonomous driving alternatives intended to make last-mile transportation green. The company offers customizable and modular electric vehicles, a flexible automation platform, and fleet management software, enabling customers to create sustainable and efficient last-mile delivery alternatives.",https://www.cubonic.de/,0,0.0,,,
568,Cuinti,"Cross Industry, Sales",Germany,,0,Sales training,https://www.cuinti.com/,0,0.0,,,
569,Cultway,ICT,Germany,,0,"Cultway turns your texts to animated videos and slide decks automatically. Using Artificial Intelligence, creating amazing videos and slides with Cultway doesn't require design skills or experience.",https://cultway.io/en/,0,0.0,,,
570,CuraStream AI,"ICT, Operations",Sweden,,0,Autogenerate clinical notes with AI-powered documentation.,https://www.curastreamai.com/,0,0.0,,,
571,CureCurve Medical AI GmbH,ICT,Germany,,0,"We are developing digital health therapy apps that can help you live a healthier and happier life. Our apps are designed to provide you with personalized guidance and support, and they can be used anywhere, anytime.",https://curecurve.de/,0,0.0,,,
572,Curiosity,ICT,Germany,,0,Integrated toolset for enterprise NLP problems,https://curiosity.ai/,0,0.0,,,
246,CuspAI,ICT,,,0,,,530,530.0,,,
1697,Custody Bank of Japan,,,,0,,,0,0.0,,,
573,Cuurios,"ICT, Operations",Netherlands,,0,"At Cuurios we believe that the Big Data hype is exactly what is says it is: a hype. It’s main premise - the more data you’re collecting the better - results in corporations drowning in data. To put it bluntly: the more you know, the more you realize you don't know and the less confident you are to act. Nevertheless, we do believe that data can be extremely valuable. But: we found out that data shouldn’t be put center stage if you want to improve your business. You need to start analyzing your workflows first, and then look for relevant data that is insightful and helpful in improving these workflows and, in the end, your overall operations. That’s where the true value of data is to be found. At Cuurios, we offer a software platform that optimizes workflows, for asset rich businesses specifically. Fueled by our trademark curiosity we delve into your company and your specific machinery and processes, resulting in a thorough understanding of your way of working. We then use that knowledge to unlock your data and configure our workflow optimization software to your unique situation. Our platform seamlessly connects your people, machinery and actions with data, leading to more efficient operations. Clients tell us that implementing our software feels like their data-congested brain finally gets the much-needed neurological wiring that prompts action. Finally, you understand what is happening. Finally, you know what to do next. Finally, you can act confidently.",https://www.cuurios.com/,0,0.0,,,
578,CyStellar,Cross Industry,Sweden,,0,Geospatial Intelligence for Data Driven Organizations,https://www.cystellar.com,0,0.0,,,
575,Cyber Insight,"Cross Industry, ICT, IT & Security",Germany,,0,"SaaS platform using AI to automate security & compliance risk assessments, providing prioritized recommendations for mitigation",https://cyber-insight.de/,0,0.0,,,
577,CyberTide,"Cross Industry, ICT, Health & Social Care",Germany,,0,"CyberTide delivers a self-hosted AI-based data leak prevention solution tailored for companies in highly regulated industries like financial services and healthcare. It ensures compliance and minimizes operational risks by preventing accidental loss of sensitive data across various platforms such as GenAI tools, cloud storage, services, and email. Unlike existing solutions, CyberTide DLP is easy to operate and roll out, boasting superior detection accuracy that effectively eliminates false positives.",https://cybertide.eu/,0,0.0,,,
132,Cyera,ICT,United States,2021.0,0,,https://www.cyera.io/,1 700,1700.0,Tel Aviv,,
579,Cytolytics,R&D,Germany,,0,Automated flow cymetry analysis provider,https://www.cytolytics.de/,0,0.0,,,
585,DATAbility GmbH,ICT,Germany,,0,Databased automation and decision support made simple,https://datability.ai/,0,0.0,,,
593,DBT Solutions AB,"Cross Industry, ICT, Operations",Sweden,,0,DBtune offers database tuning software as a service.,https://www.dbtune.ai/,0,0.0,,,
615,DENKweit GmbH,"ICT, Manufacturing, Operations",Germany,,0,Just Press Play - Highly complex and reliable Vision AI Solutions with just a few clicks.,https://denkweit.com/,0,0.0,,,
634,DIMATE,"Manufacturing, Operations",Germany,,0,"IT solutions for testing, inspection and maintenance of industrial materials",https://www.dimate.de/,0,0.0,,,
643,DQC,"Cross Industry, ICT, IT & Security",Germany,,0,"The DQC software supports effective data management: Fix the data that disrupts your company processes. Use the DQC solution to find, fix and prevent data issues. Leverage agentic workflows powered by GenAI, Machine Learning and statistics—with human intelligence and control.",https://dqc.ai/,0,0.0,,,
651,DXI (Digital Experience Intelligence GmbH),"Cross Industry, ICT, Sales",Germany,,0,"Operator of a digital experience intelligence company intended to help businesses understand and predict customer desires accurately. The company offers personalized experiences and forges enduring connections that create dynamic, interactive digital twins of customers using self-learning AI and proprietary latent insight amplifiers, enabling customers to gain a deep understanding and predict consumer behavior and deliver highly personalized experiences.",https://www.dx-i.com/,0,0.0,,,
580,Dabbel,"ICT, Real Estate Activities",Germany,,0,DABBEL is an Ai Building Management System (Ai-BMS) with the ability to self-manage building control systems.,https://www.dabbel.eu/,0,0.0,,,
581,Daedalus,"Hardware, ICT, Health & Social Care",Germany,,0,"Software-defined, robot-run factories that autonomously machine high-precision metal parts for aerospace, semiconductor & medical clients.",https://daedalus.de/,0,0.0,,,
582,Dahlia Robotics,"Manufacturing, Agriculture & Forestry",Germany,,0,Robotic solutions for sustainable farming,https://dahliarobotics.com/,0,0.0,,,
583,Damedic,"ICT, Health & Social Care, Professional Services",Germany,,0,Specialized AI-product and consulting company in the healthcare sector,https://www.damedic.ai/,0,0.0,,,
1595,Daraz,Retail & E-commerce,Pakistan,2012.0,0,Daraz is a South Asian e-commerce platform acquired by Alibaba.,https://www.daraz.com,0,0.0,,NA,
584,Dashmote,"Cross Industry, ICT",Netherlands,,0,"At Dashmote, we build end-to-end AI solutions that allow innovators to fully understand data and unlock its power. Since 2014, we have been providing global brands with computer vision-based services. We make enterprises able to better connect with the market around them and, therefore, with their customers.",https://www.dashmote.com,0,0.0,,,
1648,Dassault Systèmes,,,,0,,,0,0.0,,,
1753,Dassault Systèmes (Projet Living Heart / Living Lung),,,,0,,,0,0.0,,,
1673,Data Annotation,,,,0,,,0,0.0,,,
588,DataMonkey,"Cross Industry, ICT, IT & Security",Germany,,0,"DataMonkey makes data science as easy as never before - understand, visualize, combine and share your inhouse data, without hiring data scientists to help you out. DataMonkey is a B2B SaaS solution by Urban Monkeys GmbH.",https://datamonkey.tech/,0,0.0,,,
1783,Databricks; Google BigQuery; Amazon Redshift,,,,0,,,0,0.0,,,
586,Datacadabra,ICT,Netherlands,,0,"Supplying intelligent digital assistants that empower people facing complex tasks in the economic, social and sustainable transformation humanity is facing today.",https://datacadabra.nl/,0,0.0,,,
587,Datacation,ICT,Netherlands,,0,"Datacation is an enthusiastic team of Econometricians and Data Scientists. By using big data, mathematical models and the latest AI and machine learning algorithms, we support organizations in creating substantial and long-term value to help them become even more successful. We guide organizations in the complete process to become data-driven. From designing data infrastructures for optimal data management, to using this data while applying advanced predictive and prescriptive AI models. Our goal is to make Artificial Intelligence and data-driven working accessible to all organizations.",https://www.datacation.nl/,0,0.0,,,
589,Datarade,"Cross Industry, ICT, Retail & E-commerce",Germany,,0,"B2B software platform that helps companies to easily setup a data shop, integrate with data marketplaces, and build a global data business",https://datarade.ai/,0,0.0,,,
590,Datasnipper,ICT,Netherlands,,0,AI-driven automation platform to transform audit firms,https://www.datasnipper.com,0,0.0,,,
591,Dataverse GmbH,"Cross Industry, Retail & E-commerce, IT & Security",Germany,,0,"Developer of a collaborative platform intended to build no-code infrastructure with autonomic support for the whole lifecycle. The company's platform provides drag-and-drop building blocks, automated backend code, and a marketplace of pre-built modules, enabling enterprises to build data pipelines easily, and at a lower cost.",https://www.qubinets.com/,0,0.0,,,
592,Datenna,"ICT, Public Sector & Aerospace, R&D",Netherlands,,0,"At Datenna, we build data-driven economic intelligence software on the Chinese industry and innovation landscape to help close the information gap, create transparency, and help governments worldwide to make well-informed decisions in relation to China.",https://www.datenna.com/,0,0.0,,,
594,Dcipher Analytics,ICT,Sweden,,0,Dcipher Analytics develops tools and solutions that give companies a competitive edge through data. We are dedicated to rethinking the ways in which we interact with and gain value from data.,https://www.dcipheranalytics.com,0,0.0,,,
595,Dealcode GmbH,"Cross Industry, ICT, Sales",Germany,,0,AI Guided Selling Software for B2B and SaaS companies and sales teams,https://www.dealcode.ai/,0,0.0,,,
63,Decagon,,United States,,0,,,0,0.0,,,
596,Deekard,ICT,Germany,,0,Deekard lets data teams identify and resolve data quality issues in seconds.,https://ivycheck.com/,0,0.0,,,
597,Deep Forestry AB,ICT,Sweden,,0,"We fly lightweight autonomous drones into cluttered areas (forests, mines, indoors) and build perfect, labelled 3D maps (digital twins) using 3D AI.",https://www.deepforestry.com/,0,0.0,,,
598,Deep Neuron Lab,"ICT, Operations",Germany,,0,We simplify these processes with artificial intelligence (AI). To achieve that we use the latest methods of Natural Language Processing (NLP) and image recognition to structure data and enable an easier access to information.,https://www.dnl.ai/,0,0.0,,,
599,Deep Skin AI,"ICT, Retail & E-commerce, Sales",Germany,,0,Skin analysis and product recommendation SaaS B2B for E-Commerce,https://deepskinai.com/,0,0.0,,,
601,DeepCare GmbH,"ICT, R&D",Germany,,0,"Devwloper of an occupational health platform designed to improve workplace well-being. The company's platform uses artificial intelligence to offer personalized health coaching, risk analysis, and preventive strategies, integrating behavioral research, ergonomic assessments, and tailored recommendations, enabling businesses and employees to reduce health risks, enhance productivity, and foster a sustainable work culture focused on long-term wellness.",https://deep-care.de/en/,0,0.0,,,
603,DeepFile,"Cross Industry, AI model, ICT",Germany,,0,"DeepFile is an AI-powered document search software for documents that should stay private. It works locally and never sends your data anywhere. With DeepFile there is no need to organise: browse your documents, locate sources & find answers in seconds. :funkelnde_sterne: DeepFile search finds the correct version of a document and delivers answers from 200-page PDFs in seconds. It utilises multiple large language models and speaks as many languages as its founding team. Our built-in translator empowers internationals to chat with complicated German documents in simple English. Our USPs are the degree of autonomy and ease provided while running offline. The innovation lies in the new orchestration of several compact and performant offline LLMs, making our solution efficient & GDPR-compliant while you keep complete control.",https://www.deepfile.eu/,0,0.0,,,
606,DeepMed AB,ICT,Sweden,,0,Redefining Radiology and Orthopaedics with Artificial Intelligence,https://deep-med.com,0,0.0,,,
607,DeepScenario,"AI model, ICT, Manufacturing",Germany,,0,"DeepScenario builds the essential link between the physical and the virtual world to enable industry-specific solutions in dynamic environments. In the automotive industry, they provide an AI-powered toolchain for ADAS/AD development with a focus on scenario reconstruction, scenario mining, and traffic agent modeling. Among their customers are the world’s most recognizable companies like Bosch, Mercedes-Benz, or Torc Robotics. In the transportation industry, DeepScenario enables centimeter-accurate object detection with standard cameras paving the way for new applications like smart parking. At the core of their solution is a world-class 3D computer vision software that turns videos from monocular cameras into a dynamic virtual world. Their highly scalable 3D algorithms can be deployed on any camera in the world, whether on the edge or in the cloud. In addition, DeepScenario uses Generative AI to realize realistic closed-loop simulation in the automotive industry.",https://www.deepscenario.com/,0,0.0,,,
28,DeepSeek,"AI model, ICT",China,2023.0,0,DeepSeek is a Chinese company developing high-performance open-source language models.,https://www.deepseek.com,0,0.0,,,
609,DeepSpin,"ICT, Health & Social Care",Germany,,0,DeepSpin is the provider of an AI-based MRI imaging solution. The company is offering its machine learning-based proprietary technology in developing a MRI imaging machine to offer enhanced resolution power for medical imaging and diagnostics.,https://deepspin.io/,0,0.0,,,
610,DeepTensor AB,ICT,Sweden,,0,SECURE & PRIVACY ENHANCING TECH FOR AI/ML SOLUTIONS,https://deeptensor.ai,0,0.0,,,
600,Deepc,"ICT, Health & Social Care",Germany,,0,"deepc's AI screens medical imaging data in real-time and finds any kind of signs of disease, giving a signal back to the doctor, therefor increasing diagnostic efficiency and quality.",https://deepc.ai/,0,0.0,,,
605,Deeploy,"Cross Industry, ICT, Operations",Netherlands,,0,"Deeploy is a Responsible AI platform to deploy your models with confidence. Made by and for data scientists. We provide all relevant tools to keep models safely in production, including explainability, traceability, feedback loops and extensive monitoring and alerting. Besides that, we guide teams to their next phase in responsible AI, by providing our Responsible AI Assessment. Among our customers are some of the leading banks, fintechs and medtechs.",https://www.deeploy.ml,0,0.0,,,
608,Deepset,"ICT, Operations",Germany,,0,We provide easy to use modeling frameworks for fast prototyping of State-of-the-Art NLP-models and enable our customers to put those simply into production,https://deepset.ai/,0,0.0,,,
611,Deepva,ICT,Germany,,0,Provider of AI-enabled video mining solutions,https://deepva.ai/,0,0.0,,,
612,Deevio,"Manufacturing, Operations",Germany,,0,deevio automates visual inspections in production. Visual quality control is often still done manually which is inefficient and prone to errors. We combine the latest deep learning models and machine vision expertise to solve this issue.,https://deevio.ai/,0,0.0,,,
613,Delicious Data GmbH,"ICT, Operations, Sales",Germany,,0,Artificial intelligence creates competitive advantages in the food sector. Fresh produce increases customer satisfaction while reducing sell-outs and food overproduction.,https://www.delicious-data.com/,0,0.0,,,
614,Deltia,"ICT, Manufacturing, Operations",Germany,,0,Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,https://www.deltia.ai/,0,0.0,,,
35,DentalMonitoring,ICT,France,2017.0,0,DentalMonitoring uses AI for orthodontic monitoring.,https://www.dentalmonitoring.com,200,200.0,,,
616,DentalXrai,"ICT, R&D",Germany,,0,AI powered software for Dentists,https://www.dentalxr.ai/,0,0.0,,,
617,Dentero,"ICT, Operations",Germany,,0,Dentero offers an AI-powered SaaS platform that automates documentation and billing in dental practices to eliminate administrative burdens.,https://dentero.de/,0,0.0,,,
618,Depict.ai,Retail & E-commerce,Sweden,,0,We want to democratize recommendations in a world where Amazon is using their position to dominate smaller players.,https://depict.ai/,0,0.0,,,
619,Dermanostic GmbH,Operations,Germany,,0,"We offer all our patients digital treatment within a few hours. 9 out of 10 patients are treated completely digitally with us. In some cases, further treatment on site is necessary (e.g. for operations). Therefore, we work together with more than 300 dermatologists in private practice in Germany.",https://www.dermanostic.com/,0,0.0,,,
620,Devward AB,"ICT, Operations",Sweden,,0,"Devward increases the value of the properties and lower their climate impact through our unique product, a multi-sensor IoT device with patent pending on-device AI.",https://devward.com,0,0.0,,,
621,Dexter,"ICT, Operations",Germany,,0,AI agents for operations,https://www.getdexter.co/,0,0.0,,,
622,Dexter Energy Services,"ICT, Energy & Utilities",Netherlands,,0,Dexter offers AI-based forecasting-as-a-service to reduce imbalance on the electricity grid and help energy retailers save imbalance costs up to 35%. The services optimise the portfolio of energy retailers by accurately forecasting energy loads and imbalances on the grid.,https://dexterenergy.nl/,0,0.0,,,
626,Dialogics,"Cross Industry, AI model, ICT",Germany,,0,"Using our proprietary LLM-centered technology Dialogics operationalizes business knowledge to enable personalized and highly capable service automation in a SaaS solution. Using a knowledge base of unstructured documents as input, Dialogics provides Generative AI agents that share the information contained in the knowledge base in a precise but highly flexible, conversational way. Our AI agents become domain experts while retaining the well known conversational capabilities of current generation Large Language Models. To provide business value, AI agents are deployed to give automated customer service to external users or are used internally for knowledge management and information retrieval inside a company.",https://www.dialogics.ai/,0,0.0,,,
627,Diametos GmbH,"ICT, Health & Social Care, R&D",Germany,,0,"Developer of a snoring diagnostics application designed for medical-grade snoring detection. The company's application uses artificial intelligence to gather a detailed analysis report on the anatomical causes of snoring and capture acoustic subtleties of the noises, enabling doctors to analyze the anatomical causes of snoring and assist with the therapy.",https://diametos.com/,0,0.0,,,
1603,Didi Chuxing,Transport & Mobility,China,2012.0,0,Didi Chuxing is a Chinese mobility platform that has received Alibaba-related investment.,https://www.didiglobal.com,0,0.0,,NA,
630,Differential Bio,"ICT, R&D",Germany,,0,Biomarker detection AI,https://www.differential.bio/,0,0.0,,,
632,Digital Convenience Group,"ICT, Financial Services, Retail & E-commerce",Germany,,0,"Automation solutions for food & retail. Offers Ordering and Payment App, Webapps and Terminals, which can be seamlessly integrated into the operative challenges in the foodservice industry.",https://digitalconvenience.de/,0,0.0,,,
636,DocBits,ICT,Germany,,0,Capture data from documents instantly. Reduce turn around time and the manual effort required.,https://docbits.com/,0,0.0,,,
637,Doctos,"ICT, Operations",Germany,,0,With Doctos your practice will be more efficient! Our AI-supported solution transforms spoken words into complete and precise treatment documentation - and automatically creates your billing from it. This leaves you more time for what's important: your patients. Our AI-supported solution transforms spoken words into complete and precise treatment documentation - and automatically creates your billing from it. This leaves you more time for what's important: your patients.,https://doctos.de/,0,0.0,,,
638,Docyet,"Health & Social Care, Financial Services",Germany,,0,"DOCYET is a patient-centric digital care management solution that improves efficiency in healthcare delivery for providers, insurance carriers and employers.",https://docyet.com/,0,0.0,,,
256,Domyn,ICT,,,0,,,387,387.0,,,
1575,DoorDash,Transport & Mobility,United States,2013.0,0,DoorDash is an on-demand food and local commerce delivery platform.,https://www.doordash.com,0,0.0,San Francisco,NA,
640,Dot,"ICT, Sales",Germany,,0,Dot is the company AI data analyst. It helps every stakeholders answer data questions using natural language.,https://www.getdot.ai/,0,0.0,,,
641,Dotbase,"Health & Social Care, Operations",Germany,,0,"Dotbase helps clinical teams cut repetitive work and streamline medical processes in one single, structured workspace – reducing errors and allowing staff to focus on what matters most: patient outcomes.",https://www.dotbase.org/,0,0.0,,,
644,Drimco,"Cross Industry, ICT, Manufacturing",Germany,,0,DRIMCO GmbH develops and markets the enterprise software DRIM digitalizing the industrial quotation process.,https://drimco.net/,0,0.0,,,
646,Dromos,"ICT, Transport & Mobility, Operations",Germany,,0,"Dromos has developed an AI-driven Autonomous Network Transit, the revolutionary high volume mobility solution for 21st century cities. Small autonomous and electric vehicles running on demand at short headways achieve passenger throughput until now only feasible with rail or BRT solutions. Like all high-volume public transport, Dromos operates on own dedicated infrastructure which allows for safe and fast service.",https://dromos.network/,0,0.0,,,
649,DuckDuckGoose,Cross Industry,Netherlands,,0,DuckDuckGoose is working on explainable deepfake detection products for the forensic and identity verification industry.,https://www.duckduckgoose.ai,0,0.0,,,
650,Dungeon Tinker,"ICT, Media & Entertainment",Germany,,0,AI basierte Pen & Paper Kampagnen,https://dungeon-tinker.com/,0,0.0,,,
189,Duos Technologies Group,ICT,United States,,0,,,260,260.0,,,
166,Dynatrace,ICT,United States,,0,,https://www.dynatrace.com,12 480,12480.0,Waltham,,
652,Dynaxion,ICT,Netherlands,,0,Dynaxion develops a security screening solution based on neutron-induced gamma-ray spectroscopy and AI-based classification.,https://www.dynaxion.nl,0,0.0,,,
653,Dyno Robotics AB,"ICT, Manufacturing",Sweden,,0,We develop AI and robotics,https://www.dynorobotics.se/,0,0.0,,,
659,ECEON,"Hardware, ICT, Manufacturing",Germany,,0,"Automate Your Processes Through Intelligent Mobile Robots – As Effective and As Simple As Never Before. ECEON's next-generation autonomous mobile robots are based on advanced artificial intelligence for true human-machine collaboration allowing a new level of productivity, user-friendliness, and reliability. ECEON's intelligent robots are more than just robots - they are true coworkers that reduce material handling costs by up to 90% while increasing productivity by 200-300%. Thanks to ECEON's unique combination of innovative hardware and machine learning technologies, ANYONE is able to employ its intelligent collaborative coworkers – there is NO prior knowledge or training required.",https://eceon.tech/,0,0.0,,,
666,EDI GmbH - Engineering Data Intelligence,ICT,Germany,,0,"EDI GmbH offers an efficient private cloud with an AI-based application, the EDI hive IoT Framework. EDI hive provides optimisation, management and supervision of processes and machines. We value your experts’ knowledge by creating a new digital product with our EDI hive and benefit competitive advantages from Automated Machine Learning (autoML) in this global era. With our experienced experts and AI-based digital business models, we open up new business fields and ensure a fast ROI.",https://edi.gmbh/en/,0,0.0,,,
668,EFPIN AI,ICT,Germany,,0,AI finance agent automating corporate finance & FP&A workflows for SMEs via data integration and conversational interfaces,https://efpin.ai/,0,0.0,,,
696,ENTRIX,"ICT, Energy & Utilities, Operations",Germany,,0,"AI‐powered optimization & trading platform for flexible energy assets, storing when abundant and releasing when needed",https://entrixenergy.com/,0,0.0,,,
698,ENVISTA AB,"Energy & Utilities, Real Estate Activities",Sweden,,0,Building Energy Factfulness,https://www.envista.se,0,0.0,,,
1557,EQT Ventures,Cross Industry,Sweden,,0,European venture capital fund (EQT) investing in technology startups.,https://eqtventures.com,0,0.0,,,
1772,ESA,,,,0,,,0,0.0,,,
701,ETA PLUS GmbH,"Energy & Utilities, Operations",Germany,,0,"Developer of integrated energy and building management solutions for properties and neighborhoods. ETA+ offers automated energy consumption measurement and storage, emissions and cost data analysis, and potential for achieving climate neutrality. The entity serves various types of buildings and properties, including multi-family homes, office buildings, and public properties. They measure and evaluate all types of energy, including electricity, water, heat, and gas, and have a successful track record of working with clients on various projects.",https://www.etaplus.energy/,0,0.0,,,
707,EVOCAL Health,ICT,Germany,,0,Digital diagnostics company intended to use vocal biomarkers and AI for the predictive detection of diseases,https://www.evocalhealth.com/,0,0.0,,,
654,Earthbanc AB,Cross Industry,Sweden,,0,Carbon market that is continuously audited and rated,https://earthbanc.io/,0,0.0,,,
655,Easy2Parts GmbH,"Manufacturing, Operations",Germany,,0,"Developer of a sourcing platform designed to find suppliers for various manufacturing methods. The company's platform connects buyers from the field of industrial manufacturing with suppliers for customized production parts and assemblies, enabling manufacturing companies to reduce administrative burden and increase efficiency and cost savings.",https://www.easy2parts.com/,0,0.0,,,
656,Easybits,"Cross Industry, Operations",Germany,,0,"Build and run automation so you can focus on growing your business. Limitless Flexibility Easily switch and combine automation pipelines for maximum flexibility and cost-efficiency. No Maintenance, More Focus We take care of setup, maintenance, and updates – so you can focus on growing your business. Secure and Reliable Your data is exclusively used for your automation pipelines to ensure reliability and maximum security",https://easybits.tech/,0,0.0,,,
657,Ebbot AB,Cross Industry,Sweden,,0,Automating service at scale with GenAI - Fast easy secure.,https://www.ebbot.com,0,0.0,,,
660,Ecogoggle,ICT,Netherlands,,0,Hightech ecological consultancy agency,https://www.ecogoggle.nl,0,0.0,,,
661,Economic AI,"ICT, Retail & E-commerce, Marketing",Germany,,0,"Economic AI is a spin-off from MIT and University of Hamburg and is focused on Causal AI. It provides one of the leading software frameworks for Causal AI called ""DoubleML"" (www.doubleml.org), trainings and modelling for causal problems.",https://economicai.com/,0,0.0,,,
662,Ecoplanet,"ICT, Energy & Utilities",Germany,,0,SMBs are severely struggling to navigate sustainability regulations and become net zero. We are building the first all-in-one green operating system ecoplanet to help SMBs reach their climate goals and to become more independent leveraging latest AI technology in energy optimization.,https://ecoplanet.tech/,0,0.0,,,
663,Ecotwin,"Cross Industry, ICT",Sweden,,0,We simulate real ecosystems with AI.,https://www.ecotwin.se,0,0.0,,,
664,EdAider,"ICT, Education",Sweden,,0,We offer an AI-powered learning platform,https://www.edaider.com,0,0.0,,,
667,EdTools AB,"ICT, Education, R&D",Sweden,,0,AI Math studying site for high schools.,https://www.mappi.ai/,0,0.0,,,
665,Edgeless Systems,"Public Sector & Aerospace, IT & Security",Germany,,0,Building a high-performance platform for the provably secure and accountable storing and processing of data.,https://edgeless.systems/,0,0.0,,,
1756,Egrants,,,,0,,,0,0.0,,,
243,Einride,"ICT, Transport & Mobility",Sweden,,0,"Einride was started in 2016 as a dream, one based on the conviction that the age of autonomy and electrification gives us the opportunity to create a more desirable version of the future, one that is aligned with human-centric values and the ecological necessities of our planet. With Autonomous Electric Transport (AET) and an intelligent Freight Mobility Platform, we can change road freight for good.",https://www.einride.tech/,618,618.0,,,
669,Eivora AB,Cross Industry,Sweden,,0,Ownership data on all unlisted Swedish companies,https://www.eivora.com,0,0.0,,,
671,Ekko,"Manufacturing, Transport & Mobility, Operations",Germany,,0,IIot platform for intralogistic material handling and industrial content,https://www.ekko.io/,0,0.0,,,
672,Ekkono Solutions AB,"ICT, R&D",Sweden,,0,Ekkono does machine learning software,https://www.ekkono.ai,0,0.0,,,
673,Ekobot AB,ICT,Sweden,,0,Ekobot develops intelligent solutions for precision agriculture based on artificial intelligence (AI) and autonomous mobile robot platforms.,https://www.ekobot.se,0,0.0,,,
1590,Ele.me,Cross Industry,China,2008.0,0,Ele.me is a Chinese on-demand food delivery platform acquired by Alibaba.,https://www.ele.me,0,0.0,,NA,
674,Elea,"ICT, Health & Social Care, Operations",Germany,,0,"elea represents the forefront of AI technology, tailored and deeply integrated to actively automate healthcare provider workflows and significantly enhance medical care, ensuring that clinicians remain in control with real-time data and decision support.",https://elea.health/,0,0.0,,,
21,Element AI,ICT,Canada,2016.0,0,,https://www.elementai.com,0,0.0,Montreal,,
675,Elephant,"ICT, Manufacturing",Germany,,0,Elephant is an AI-powered training platform for frontline teams that streamlines knowledge transfer and communication into the field.,https://www.elephantcompany.com/,0,0.0,,,
64,EleutherAI,,United States,,0,,https://www.eleuther.ai/,0,0.0,,,
65,ElevenLabs,,United States,,0,,https://elevenlabs.io/,0,0.0,,,
134,EliseAI,ICT,United States,2017.0,0,,,392,392.0,,,
